title,style,score,profiles,actors,down_url,year,country,cover,director
2018年奇幻剧情《镰仓物语》BD国日双语中字,剧情/奇幻,6.9/10 from 48636 users,[''],"['\u3000堺雅人 Masato Sakai ', '高畑充希 Mitsuki Takahata', ""堤真一 Shin'ichi Tsutsumi"", '安藤樱 Sakura Andô', '田中泯 Min Tanaka', '中村玉绪 Tamao Nakamura', '市川实日子 Mikako Ichikawa', '室毅 Tsuyoshi Muro', '要润 Jun Kaname', '大仓孝二 Koji Ookura', '神户浩 Hiroshi Kanbe', '国村隼 Jun Kunimura', '古田新太 Arata Furuta', '鹤田真由 Mayu Tsuruta', '药师丸博子 Hiroko Yakushimaru', '吉行和子 Kazuko Yoshiyuki', '桥爪功 Isao Hashizume', '三浦友和 Tomokazu Miura']",['ftp://ygdy8:ygdy8@yg45.dydytt.net:8329/阳光电影www.ygdy8.com.镰仓物语.BD.720p.国日双语中字.mkv'],2017,日本,https://extraimage.net/images/2018/10/20/e0632401fc2c820373bd7bb0e7712227.jpg,山崎贵 Takashi Yamazaki
2018年惊悚动作《加尔维斯顿》BD中英双字幕,动作 / 惊悚 / 犯罪,6.8/10 from 162 users,[''],"['\u3000艾丽·范宁 Elle Fanning ', '丽丽·莱因哈特 Lili Reinhart', '本·福斯特 Ben Foster', '玛利亚·瓦沃德 María Valverde', '博·布里奇斯 Beau Bridges', '罗伯特·阿拉马约 Robert Aramayo', '阿德普波·奥杜耶 Adepero Oduye', '婷斯莉·普莱斯 Tinsley Price', '安妮斯顿·普莱斯 Anniston Price', 'Tuesday Beebe', 'Christopher Amitrano', '贾迈尔·钱伯斯 Jamel Chambers', '海蒂·莱万多夫斯基 Heidi Lewandowski', '迈克尔·雷·伊斯卡米拉 Michael Ray Escamilla', '杰弗里·格罗弗 Jeffrey Grover', 'Robert Martin Steinberg', 'Brent Moorer Gaskins', '约翰·阿彻尔·朗格伦 John Archer Lundgren']",['ftp://ygdy8:ygdy8@yg45.dydytt.net:7328/阳光电影www.ygdy8.com.加尔维斯顿.BD.720p.中英双字幕.mkv'],2018,美国,https://extraimage.net/images/2018/10/21/55efebe38ee312d011150425b71609d3.jpg,梅拉尼·罗兰 Mélanie Laurent
2018年悬疑动作《协商/极智对决》BD韩语中字,动作/惊悚/犯罪/悬疑,7.0/10 from 1327 users,[''],"['\u3000孙艺珍 Ye-jin Son ', '玄彬 Hyun Bin', '金相浩 Sang-ho Kim', '张荣男 Young-nam Jang', '张光 Gwang Jang', '赵勇进 Yeong-jin Jo', '朴成根 Park Sung-geun', '朴修荣 Park Soo-young', '金民尚 Kim Min-sang', '李诗雅 Shi-ah Lee', '崔秉默 Byung-mo Choi', '李賢 Lee Hyeon', '金熙镇 Hee-jin Kim', '李珠英 Joo-young Lee', 'Doo-hyeon Kang', '李文植 Mun-shik Lee']",['ftp://ygdy8:ygdy8@yg45.dydytt.net:3146/阳光电影www.ygdy8.com.协商.BD.720p.韩语中字.mkv'],2018,韩国,https://extraimage.net/images/2018/10/21/187784578f7cd133968b8e6a5ec17352.jpg,李钟奭 Jong-Seok Lee
2018年悬疑动作《狄仁杰之四大天王》BD国语中字,动作/悬疑/古装,"6.5/10 from 92,590 users",[''],"['\u3000赵又廷 Mark Chao ', '冯绍峰 Shaofeng Feng', '林更新 Gengxin Lin', '阮经天 Ethan Juan', '马思纯 Sichun Ma', '刘嘉玲 Carina Lau', '盛鉴 Chien Sheng', '杨一威 Yiwei Yang', '宝日夫 Bao Ri Fu', '张傲月 Aoyue Zhang', '孙蛟龙 Jiaolong Sun', '汪汐潮 Xichao Wang', '释胜钢 Shenggang Shi', '李炳雷 Binglei Li', '许明虎 Tiger Xu']",['ftp://ygdy8:ygdy8@yg72.dydytt.net:8294/阳光电影www.ygdy8.com.狄仁杰之四大天王.BD.720p.国语中字.mkv'],2018,中国/中国香港,https://extraimage.net/images/2018/08/30/09da45ad15c0508d5ac5da8f336bf58c.jpg,徐克 Hark Tsui
2018年科幻动作《人狼》BD韩语中英双字,动作/爱情/科幻,5.1/10 from 888 users,[''],"['\u3000姜栋元 Dong-won Kang ', '韩孝周 Hyo-joo Han', '郑雨盛 Woo-sung Jung', '金武烈 Moo-yeol Kim', '韩艺礼 Ye-ri Han', '许峻豪 Jun-ho Heo', '崔珉豪 Min-ho Choi', '申银秀 Eun-soo Shin', '崔镇浩 Jin-ho Choi', '玉子妍 Ok Ja-yeon', '李濟延 Lee Je-yeon', '李东河 Lee Dong-Ha', '李率求 Seol-goo Lee', '沈昭英 So-yeong Sim', '郑元中 Won-jung Jeong', '金宰荣 Jae-young Kim', '刘尚宰 Sang-jae Yoo', '郑基燮 Gi-seop Jeong', '刘志龙 Ji-yong Yoo', '金范来 Kim Beop-rae', '金哲允 Cheol-yoon Kim', '林智亨 Ji-hyeong Im', '朴秉恩 Byung-eun Park', '文艺媛 Ye-won Moon', '全汝彬 Jeon Yeo-bin', '张元亨 Jang Won-hyeong', '洪仁 Hong In', '朴晟泽 Song-tech Park', '金炫俊 Kim Hyun-jun', '文在元 Jae-won Moon', '姜贤重 Hyun-joong Kang', '朴正植 Jeong-sik Park', '郑米楠 Mi-nam Jung', '朴亨洙 Park Hyoung-soo', '林哲亨 Lim Chul-hyung', '朴珠熙 Joo-hee Park', '金贤昌 Kim Hyeon-chang']",['ftp://ygdy8:ygdy8@yg45.dydytt.net:8327/阳光电影www.ygdy8.com.人狼.BD.720p.韩语中英双字.mkv'],2018,韩国,https://extraimage.net/images/2018/08/22/71433154907f9b3f44334ddb41d62da8.jpg,金知云 Jee-woon Kim
2018年爱情喜剧《真爱百分百》BD法语中英双字,喜剧 / 爱情,8.2/10 from 118 users,[''],"['\u3000弗朗克·迪博斯克 Franck Dubosc ....Jocelyn ', '亚历山德拉·拉米 Alexandra Lamy ....Florence', '艾尔莎·泽贝斯坦 Elsa Zylberstein ....Marie', '热拉尔·达尔蒙 Gérard Darmon ....Max', '洛朗·巴图 Laurent Bateau ....Julien', '克洛德·布拉瑟 Claude Brasseur ....Papa Jocelyn', 'Caroline Anglade ....Julie', 'Fran?ois-Xavier Demaison ....Curé de Lourdes', 'Léticia Belliccini ....La fille saoule', 'Christophe Canard ....Jacques', 'Sam Chemoul ....Fils de Fred et de Coco', 'Francis Coffinet ....Priest', 'Marion Henin ....Doublure Alexandra Lamy', 'Gérard Lecaillon ....Le père de Julie', 'Christian Miegakanda ....Member of a funeral', 'Lika Minamoto ....Rachida']",['ftp://ygdy8:ygdy8@yg45.dydytt.net:7327/阳光电影www.ygdy8.com.真爱百分百.BD.720p.法语中英双字.mkv'],2018,法国,https://extraimage.net/images/2018/10/20/1d107774c484c55ca3d583a6022d229a.jpg,弗朗克·迪博斯克 Franck Dubosc
2018年动作《黑夜降临/嗜人之夜》BD中英双字幕,动作,,[''],"['\u3000乔·塔斯利姆 Joe Taslim ', '伊科·乌艾斯 Iko Uwais', '朱莉·埃斯特尔 Julie Estelle', '桑尼·庞 Sunny Pang', '扎克·李 Zack Lee', 'Shareefa Daanish', '耶皮·喀什南达 Epy Kusnandar', 'Hannah Al Rashid']",['ftp://ygdy8:ygdy8@yg90.dydytt.net:8408/阳光电影www.ygdy8.com.黑夜降临.BD.720p.中英双字幕.mkv'],2018,印度尼西亚,https://extraimage.net/images/2018/10/20/36747c5b9d2cb5deedbf91ef416efffb.jpg,提莫·塔哈亚托 Timo Tjahjanto
2018年科幻《此刻只有你共我》BD中英双字幕,科幻,,[''],"['\u3000彼特·丁拉基 Peter Dinklage ', '艾丽·范宁 Elle Fanning', '夏洛特·甘斯布 Charlotte Gainsbourg', '保罗·吉亚玛提 Paul Giamatti']",['ftp://ygdy8:ygdy8@yg45.dydytt.net:4095/阳光电影www.ygdy8.com.此刻只有你共我.BD.720p.中英双字幕.mkv'],2018,美国,https://extraimage.net/images/2018/10/18/7e0a18720884fd30d3f2be42f06d9028.jpg,瑞德·穆拉诺 Reed Morano
2018年奇幻动作《古剑奇谭之流月昭明》HD国语中英双字,动作/奇幻/古装,"4.7/10 from 4,198 users",[''],"['\u3000王力宏 Lee-Hom Wang ', '宋茜 Victoria Song', '高以翔 Godfrey Gao', '高圣远 Archie Kao', '吴千语 Karena Ng', '张智霖 Julian Cheung', '柳岩 Yan Liu', '李媛 Yuan Li', '伍嘉成 Humphrey Wu', '那威 Wei Na', '纪焕博 Rock Ji']",['ftp://ygdy8:ygdy8@yg72.dydytt.net:8292/阳光电影www.ygdy8.com.古剑奇谭之流月昭明.HD.1080p.国语中英双字.mkv'],2018,中国,https://extraimage.net/images/2018/10/18/e87b47795743d72874e9a5f22888418b.jpg,雷尼·哈林 Renny Harlin
2018年动作喜剧《老娘也要当间谍》BD中英双字幕,喜剧/动作,"6.9/10 from 2,553 users",[''],"['\u3000米拉·库尼斯 Mila Kunis ', '凯特·麦克金农 Kate McKinnon', '贾斯汀·塞洛克斯 Justin Theroux', '萨姆·修汉 Sam Heughan', '薇尔玛·斯泽克斯 Vilma Szécsi', '哈桑·明哈杰 Hasan Minhaj', '凯文·亚当斯 Kev Adams', '吉莲·安德森 Gillian Anderson', '伊万娜·萨赫诺 Ivanna Sakhno', '简·库丁 Jane Curtin', '保罗·雷瑟 Paul Reiser', '弗雷德·迈拉麦德 Fred Melamed', '詹姆斯·弗雷特 James Fleet', '卡罗琳·皮克尔斯 Carolyn Pickles', '贾斯婷·瓦希伯格 Justine Wachsberger', '汤姆·斯托顿 Tom Stourton', '罗德里克·希尔 Roderick Hill']",['ftp://ygdy8:ygdy8@yg45.dydytt.net:8325/阳光电影www.ygdy8.com.老娘也要当间谍.BD.720p.中英双字幕.mkv'],2018,美国,https://extraimage.net/images/2018/10/18/efa6d139e28098fe4d4057813276f690.jpg,苏珊娜·福格尔 Susanna Fogel
2018年喜剧《高速路上一只猫》BD意大利语中字,喜剧,,[''],"['\u3000宝拉·柯特莱西 Paola Cortellesi ....Monica ', '安东尼奥·阿尔巴内斯 Antonio Albanese ....Giovanni', '索尼娅·贝加马斯科 Sonia Bergamasco ....Luce', 'Luca Angeletti ....Giulio', ""Antonio D'Ausilio ....Francesco"", 'Alice Maselli ....Agnese', 'Simone de Bianchi ....Alessio', '克劳迪奥·阿门多拉 Claudio Amendola ....Sergio', 'Nicole Biondi ....Donna Think Tank', 'Giorgia Calderoni ....Figlia Marika', 'Giuditta Cambieri ....Suor Costanza', 'Silvia Cohen ....Padrona di casa a Capalbio', 'Nicoletta del Principe ....Signora che canta', 'Paolo Di Clementi ....Alvaro', 'Alessandra Giudicessa ....Pamela', 'Valentina Giudicessa ....Sue Ellen', 'Moena Grandi ....Moena', 'Giulia Greco ....Silvia', 'Mehdi Hachemi ....Member of the european parliament', 'Nele Hardiman ....EU parliamentarian', 'Elide Imperatori ....Contessa', 'Alla Krasovitzkaya ....Yolanka', 'Franca Leosini ....Franca Leosini', 'Patrizia Loreti ....Lavinia']",['ftp://ygdy8:ygdy8@yg45.dydytt.net:7325/阳光电影www.ygdy8.com.高速路上一只猫.HD.720p.意大利语中字.mkv'],2017,意大利,https://extraimage.net/images/2018/10/18/5b7fc5f919cf805d0433daaa811c2fb1.jpg,瑞卡多·米拉尼 Riccardo Milani
2018年奇幻恐怖《地狱铁匠》BD中英双字幕,奇幻/恐怖,6.3/10 from 171 users,[''],"['\u3000坎迪多·乌兰加 Kandido Uranga ....Patxi ', '恩尼科·萨伽多伊 Eneko Sagardoy ....Sartael', '乌玛·布拉卡利亚 Uma Bracaglia ....Usue', 'Ramón Aguirre ....Alfredo', 'Gorka Aguinagalde ....Teniente', 'Josean Bengoetxea ....Santi', 'José Ramón Argoitia ....Mateo', 'I?igo de la Iglesia ....Miguel', 'Gotzon Sanchez ....Faustino', 'Aitor Urcelai ....Benito', 'Itziar Itu?o ....Ana', 'Maite Bastos ....Blanca', 'Zigor Bilbao ....Nestor', 'Jon Ander Alonso ....Lucas', 'Naia Garcia ....Cristina', 'Haizea Garcia ....Claudia']",['ftp://ygdy8:ygdy8@yg45.dydytt.net:3145/阳光电影www.ygdy8.com.地狱铁匠.BD.720p.中英双字幕.mkv'],2018,西班牙/法国,https://extraimage.net/images/2018/10/17/d9631776306f47627ca5d45bcb1fb31e.jpg,Paul Urkijo Alijo
2018年奇幻喜剧《抱歉打扰》BD中英双字幕,喜剧/奇幻,7.4/10 from 651 users,[''],"['\u3000勒凯斯·斯坦菲尔德 Lakeith Stanfield ', '泰莎·汤普森 Tessa Thompson', '杰梅因·福勒 Jermaine Fowler', '欧玛瑞·哈德威克 Omari Hardwick', '泰瑞·克鲁斯 Terry Crews', '凯特·贝兰特 Kate Berlant', '迈克尔·X·萨默斯 Michael X. Sommers', '丹尼·格洛弗 Danny Glover', '史蒂文·元 Steven Yeun', '艾米·汉莫 Armie Hammer', '罗伯特·朗斯特里特 Robert Longstreet', '大卫·克罗斯 David Cross', '帕顿·奥斯瓦尔特 Patton Oswalt', '莉莉·詹姆斯 Lily James', '福里斯特·惠特克 Forest Whitaker', '罗莎里奥·道森 Rosario Dawson', '大卫·芬恩 David Fine', '陈庭妮 Annie Chen']",['ftp://ygdy8:ygdy8@yg45.dydytt.net:6134/阳光电影www.ygdy8.com.抱歉打扰.BD.720p.中英双字幕.mkv'],2018,美国,https://extraimage.net/images/2018/10/17/120e954241c5ccd878430f2f683893cb.jpg,布茨·赖利 Boots Riley
2018年爱情喜剧《敬畏/情陷高达》BD中英双字幕,喜剧/传记/爱情,"6.6/10 from 1,700 users",[''],"['\u3000路易·加瑞尔 Louis Garrel ', '斯塔西·马汀 Stacy Martin', '贝热尼丝·贝乔 Bérénice Bejo', '米莎·莱斯科特 Micha Lescot', '格莱高利·嘉德波瓦 Grégory Gadebois', '费利克斯·基赛勒 Félix Kysyl', '亚瑟·欧瑟 Arthur Orcier', '马克·弗赖兹 Marc Fraize', '霍曼·顾皮勒 Romain Goupil', '让-皮埃尔·莫基 Jean-Pierre Mocky', '圭多·卡普里诺 Guido Caprino']",['ftp://ygdy8:ygdy8@yg45.dydytt.net:7324/阳光电影www.ygdy8.com.敬畏.BD.720p.中英双字幕.mkv'],2017,法国/意大利/缅甸,https://extraimage.net/images/2018/10/16/2826803aa0c5645355b4406d8f21fe3f.jpg,迈克尔·哈扎纳维希乌斯 Michel Hazanavicius
2018年高分纪录片《孪生陌生人》BD中英双字幕,纪录片,7.9/10 from 520 users,[''],"['\u3000Eddy Galland ', 'David Kellman', 'Robert Shafran']",['ftp://ygdy8:ygdy8@yg45.dydytt.net:6133/阳光电影www.ygdy8.com.孪生陌生人.BD.720p.中英双字幕.mkv'],2018,英国,https://extraimage.net/images/2018/10/16/0e5248563cf15d443d7d9a3f9653ddda.jpg,Tim Wardle
2018年剧情传记《最终行动》BD中英双字幕,剧情/传记/历史,6.4/10 from 212 users,[''],"['\u3000奥斯卡·伊萨克 Oscar Isaac ', '本·金斯利 Ben Kingsley', '梅拉尼·罗兰 Mélanie Laurent', '利奥·拉兹 Lior Raz', '尼克·克罗尔 Nick Kroll', '迈克尔·阿伦诺夫 Michael Aronov', '欧哈德·诺勒 Ohad Knoller', '托本·利布雷希特 Torben Liebrecht', '乔·阿尔文 Joe Alwyn', '格列塔·斯卡奇 Greta Scacchi', '彼得·斯特劳斯 Peter Strauss', '海莉·露·理查森 Haley Lu Richardson', 'Pêpê Rapazote', '西蒙·拉塞尔·比尔 Simon Russell Beale', '阿兰·柯德勒 Allan Corduner']",['ftp://ygdy8:ygdy8@yg45.dydytt.net:8323/阳光电影www.ygdy8.com.最终行动.BD.720p.中英双字幕.mkv'],2018,美国,https://extraimage.net/images/2018/10/15/c1581e59d2995678e0196cfcd4e3046f.jpg,克里斯·韦兹 Chris Weitz
2018年科幻动作《蚁人2：黄蜂女现身》BD国英双语双字,动作/科幻/冒险,"7.5/10 from 150,418 users",[''],"['\u3000保罗·路德 Paul Rudd ', '伊万杰琳·莉莉 Evangeline Lilly', '迈克尔·佩纳 Michael Peña', '汉娜·乔恩-卡门 Hannah John-Kamen', '沃尔顿·戈金斯 Walton Goggins', '鲍比·坎纳瓦尔 Bobby Cannavale', '朱迪·格雷尔 Judy Greer', '大卫·达斯马齐连 David Dastmalchian', '艾比·莱德·弗特森 Abby Ryder Fortson', '兰道尔·朴 Randall Park', '米歇尔·菲佛 Michelle Pfeiffer', '劳伦斯·菲什伯恩 Laurence Fishburne', '迈克尔·道格拉斯 Michael Douglas', '戈兰·卡斯蒂克 Goran Kostic', '罗布·阿切尔 Rob Archer', '肖恩·克莱尔 Sean Kleier', '本·戴维斯 Ben Davis', '迈克尔·瑟沃瑞斯 Michael Cerveris', '达克斯·格里芬 Dax Griffin', '海莉·洛维特 Hayley Lovitt', '玛德琳·麦格劳 Madeleine McGraw', '蒂姆·海德克 Tim Heidecker', '布莱恩·赫斯基 Brian Huskey', '朱莉娅·维拉 Julia Vera', '布莱恩·卢戈 Bryan Lugo', '托里·沃格尔 Torrey Vogel', '汤姆·夏普林 Tom Scharpling', '斯坦·李 Stan Lee', '约瑟夫·阿梅 Joseph Amey', '安迪·阿尼斯 Andy Arness', '威廉·W·巴伯 William W. Barbour', '玛塞拉·布拉吉奥 Marcella Bragio', '塞尔吉奥·布里奥内斯 Sergio Briones', '乔·布卡罗三世 Joe Bucaro III', '蒂莫西·卡尔 Timothy Carr', '贾迈尔·钱伯斯 Jamel Chambers', '扎卡里·卡伯森 Zachary Culbertson', '雅各布·埃文斯 Jacob Evans', '米歇尔·方 Michelle Fang', '盖尔·甘布尔 Gail Gamble', '克里斯·加恩 Chris Gann', '约翰·盖蒂尔 John Gettier', '杰克·汉森 Jake Hanson', '卡茜·亨德利 Cassie Hendry']",['ftp://ygdy8:ygdy8@yg45.dydytt.net:4094/阳光电影www.ygdy8.com.蚁人2：黄蜂女现身.BD.720p.国英双语双字.mkv'],2018,美国,https://extraimage.net/images/2018/10/02/087e9928487be1acf4b8ffcf3c069201.jpg,佩顿·里德 Peyton Reed
2018年获奖剧情《未择之路》HD国语中英双字,剧情/犯罪,"6.9/10 from 7,052 users",[''],"['\u3000王学兵 Xuebing Wang ', '朱耕佑 Gengyou Zhu', '马伊琍 Yili Ma', '王旭峰 Xufeng Wang', '岳小军 Xiaojun Yue', '王槊 Shuo Wang', '曲高位 Gaowei Qu']",['ftp://ygdy8:ygdy8@yg45.dydytt.net:6131/阳光电影www.ygdy8.com.未择之路.HD.1080p.国语中英双字.mp4'],2018,中国,https://extraimage.net/images/2018/10/15/44d8969ada3cb228fcb584a5be1b1bb8.jpg,唐高鹏 Gaopeng Tang
2018年恐怖《解除好友2：暗网》BD中英双字幕,犯罪/恐怖,"7.9/10 from 35,559 users",[''],"['\u3000科林·伍德尔 Colin Woodell ', '斯蒂芬妮·诺格拉斯 Stephanie Nogueras', '瑞贝卡·瑞滕豪斯 Rebecca Rittenhouse', '安德鲁斯·李斯 Andrew Lees', '贝蒂·加布里埃尔 Betty Gabriel', '康纳·戴尔·里奥 Connor Del Rio', '萨维拉·温蒂亚尼 Savira Windyani', '切尔西·阿尔登 Chelsea Alden', '道格拉斯·泰特 Douglas Tait', '阿什顿·斯迈利 Ashton Smiley', '阿历萨·芒索 Alexa Mansour']",['ftp://ygdy8:ygdy8@yg72.dydytt.net:8289/阳光电影www.ygdy8.com.解除好友2：暗网.BD.720p.中英双字幕.mkv'],2018,美国,https://extraimage.net/images/2018/10/15/10c89235cdec045e290b564af4b25fb1.jpg,斯蒂芬·思科 Stephen Susco
2018年动作《蜀山降魔传》BD国粤双语中字,动作/爱情/武侠,,[''],"['\u3000吴卓羲 Ron Ng ', '李熹子', '李亚男 Leanne Lee', '赵闪闪']",['ftp://ygdy8:ygdy8@yg45.dydytt.net:8321/阳光电影www.ygdy8.com.蜀山降魔传.BD.720p.国粤双语中字.mkv'],2018,中国,https://extraimage.net/images/2018/10/14/b27014d4c6f1cf892f037b5b50448419.jpg,朱凌锋
2018年剧情《过境/时空中转站》BD德语中字,剧情,7.2/10 from 350 users,[''],"['\u3000弗兰茨·罗戈夫斯基 Franz Rogowski ', '葆拉·贝尔 Paula Beer', 'Godehard Giese', 'Lilien Batman', 'Maryam Zaree', '巴尔巴拉·奥尔 Barbara Auer', '马蒂亚斯·勃兰特 Matthias Brandt', '塞巴斯蒂安·胡克 Sebastian Hülk', '尤斯图斯·冯·多赫纳尼 Justus von Dohnányi', '亚历克斯·布伦德穆尔 Àlex Brendemühl', '特里斯坦·皮特 Trystan Pütter', '罗纳德·库克利斯 Ronald Kukulies']",['ftp://ygdy8:ygdy8@yg45.dydytt.net:7321/阳光电影www.ygdy8.com.过境.BD.720p.德语双字.mkv'],2018,德国/法国,https://extraimage.net/images/2018/10/15/fc76f5b4e82fd5864f05c9c811c92d31.jpg,克里斯蒂安·佩措尔德 Christian Petzold
2018年喜剧《妈妈咪呀2：再次出发》BD中英双字幕,喜剧/爱情/歌舞,"7.5/10 from 8,147 users",[''],"['\u3000莉莉·詹姆斯 Lily James ', '阿曼达·塞弗里德 Amanda Seyfried', '朱丽·沃特斯 Julie Walters', '克里斯汀·芭伦斯基 Christine Baranski', '皮尔斯·布鲁斯南 Pierce Brosnan', '斯特兰·斯卡斯加德 Stellan Skarsgård', '科林·费尔斯 Colin Firth', '多米尼克·库珀 Dominic Cooper', '杰瑞米·艾文 Jeremy Irvine', '亚历克萨·戴维斯 Alexa Davies', '杰西卡·基南·温 Jessica Keenan Wynn', '乔什·迪伦 Josh Dylan', '休·斯金纳 Hugh Skinner', '雪儿 Cher', '梅丽尔·斯特里普 Meryl Streep', '安迪·加西亚 Andy Garcia', '西莉亚·伊姆里 Celia Imrie', '欧米德·吉亚李利 Omid Djalili', '杰拉德·摩纳科 Gerard Monaco', '森尚子 Naoko Mori', '伊川东吾 Togo Igawa', '阿纳斯塔西娅·希尔 Anastasia Hille', 'Susanne Barklund', 'Jonathan Goldsmith', '凯西·克莱尔 Cassie Clare', '班尼·安德森 Benny Andersson', '戴尔·布兰斯顿 Dale Branston', '亚历珊德拉·福特 Alexandra Ford']",['ftp://ygdy8:ygdy8@yg45.dydytt.net:3144/阳光电影www.ygdy8.com.妈妈咪呀2：再次出发.BD.720p.中英双字幕.mkv'],2018,英国/美国,https://extraimage.net/images/2018/09/23/759b7ae16963e7a0275f80dbce0ff184.jpg,欧·帕克 Ol Parker
2018年悬疑惊悚《使徒》BD中英双字幕,悬疑/惊悚/恐怖,,[''],"['\u3000丹·史蒂文斯 Dan Stevens ', '麦克·辛 Michael Sheen', '露西·宝通 Lucy Boynton', '马克·路易斯·琼斯 Mark Lewis Jones', '比尔·米尔纳 Bill Milner', '克里斯汀·弗劳赛斯 Kristine Froseth', '埃伦·里斯 Elen Rhys', '安妮斯·埃尔维 Annes Elwy', ""罗斯·奥亨尼西 Ross O'Hennessey"", '斯图尔特·麦克尼尔 Stuart McNeil', 'Ioan Hefin', 'Juke Hardy', 'Rhys Meredith']",['ftp://ygdy8:ygdy8@yg45.dydytt.net:8320/阳光电影www.ygdy8.com.使徒.BD.720p.中英双字幕.mkv'],2018,美国,https://extraimage.net/images/2018/10/13/b2cbfbc9e9d0fb94379ea908ff61bcd5.jpg,加雷斯·埃文斯 Gareth Evans
2018年惊悚《镜中人》BD中英双字幕,惊悚,,[''],"['\u3000英迪娅·埃斯利 India Eisley ....Maria / Airam ', '詹森·艾萨克 JJason Isaacs ....Dan', 'Penelope Mitchell ....Lily', '米拉·索维诺 Mira Sorvino ....Amy', 'Harrison Gilbertson ....Sean', 'Kristen Harris ....Naomi', 'Adam Hurtig ....English Teacher', 'John C. MacDonald ....Mark', 'Connor Peterson ....Younger brother', 'Cristina Segovia ....(voice)', 'Tyson Wagner ....Student', 'Jordan Butterill ....Jordan the Posse Member', 'Ryan Bennett ....Extra', 'Burt Lancon ....Coach', 'Braeley Hobbs ....Blonde Woman']",['ftp://ygdy8:ygdy8@yg45.dydytt.net:7320/阳光电影www.ygdy8.com.镜中人.BD.720p.中英双字幕.mkv'],2018,美国,https://extraimage.net/images/2018/10/13/764fb51113415b6ffb3b552e1299b16a.jpg,阿萨夫·伯恩斯坦 Assaf Bernstein
2018年惊悚动作《卧底》BD中英双字幕,动作/惊悚,,[''],"['\u3000安妮·柯蒂斯 Anne Curtis ', '茱蒂蒙·琼查容苏因 Chutimon Chuengcharoensukying', 'Victor Neri', 'Joross Gamboa', '诺尼·布埃诺卡米诺 Noni Buencamino', 'Natthacha De Souza', 'Sonny Sison', 'Brandon Vera', 'Nafa Hilario-Cruz', 'Bawriboon Chanreuang']",['ftp://ygdy8:ygdy8@yg90.dydytt.net:8405/阳光电影www.ygdy8.com.卧底.BD.720p.中英双字幕.mkv'],2018,菲律宾,https://extraimage.net/images/2018/10/13/cb2b45a0c672d249fac6c5a37162338b.jpg,埃里克·马蒂 Erik Matti
2017年科幻动作《莫莉》BD中英双字幕,动作/科幻,,[''],"['\u3000茱莉娅·巴特兰 Julia Batelaan ....Molly ', 'Emma de Paauw ....Bailey', 'Joost Bolt ....Deacon', 'Annelies Appelhof ....Kimmy', 'Andre Dongelmans ....Fifth Wheel', 'Arnost Kraus ....Earl', 'Ali Sultan ....Augre', 'Tamara Brinkman ....Margaret', 'Cyriel Guds ....Simon', 'Shilton Chelius ....The Thruth', 'Anne May De Lijser ....Forest Supplicant', ""Fransje Christiaans ....Bailey's Mom"", ""Daan Colijn ....Bailey's Dad"", 'Cheraine Baljé ....Girl in patient gown', 'Ewald Tienkamp ....Guard']",['ftp://ygdy8:ygdy8@yg45.dydytt.net:8319/阳光电影www.ygdy8.com.莫莉.BD.720p.中英双字幕.mkv'],2017,荷兰 Netherlands,https://extraimage.net/images/2018/10/13/63699339bf338a335dfdc05988862179.jpg,Colinda Bongers / Thijs Meuwese
2018年尼古拉斯·凯奇惊悚《世界之间》BD中英双字幕,惊悚,,[''],"['\u3000尼古拉斯·凯奇 Nicolas Cage ', '弗朗卡·波滕特 Franka Potente', '佩内洛普·米契尔 Penelope Mitchell', '加勒特·克莱顿 Garrett Clayton', '莉蒂亚·赫斯特 Lydia Hearst', '霍珀·潘 Hopper Penn', '托姆·威廉姆斯 Thom Williams']",['ftp://ygdy8:ygdy8@yg45.dydytt.net:8318/阳光电影www.ygdy8.com.世界之间.BD.720p.中英双字幕.mkv'],2018,美国,https://extraimage.net/images/2018/10/10/17f2c7a43a3e8b494a2b9b623b087eeb.jpg,Maria Pulera
2018年动画奇幻《康斯坦丁：恶魔之城》BD中英双字幕,动画/奇幻,7.9/10 from 279 users,[''],"['\u3000马特·瑞安 Matt Ryan ', ""达米恩·奥哈尔 Damian O'Hare"", '劳拉·贝莉 Laura Bailey', ""艾米丽·奥布莱恩 Emily O'Brien"", '罗宾·阿特金·唐斯 Robin Atkin Downes', 'Rachel Kimsey', '吉姆·麦司奇门 Jim Meskimen', '凯文·迈克尔·理查德森 Kevin Michael Richardson', 'Rick D. Wasserman']",['ftp://ygdy8:ygdy8@yg45.dydytt.net:7318/阳光电影www.ygdy8.com.康斯坦丁：恶魔之城电影版.BD.720p.中英双字幕.mkv'],2018,美国,https://extraimage.net/images/2018/10/10/f528bee42a23e0f0b2c3a2b02826c802.jpg,道格·墨菲 Doug Murphy
2018年科幻悬疑恐怖《等待指示》BD中英双字幕,科幻/悬疑/恐怖,,[''],"['\u3000大卫·布拉德利 David Bradley ', '阿比盖尔·克鲁特登 Abigail Cruttenden', 'Holly Weston', '萨姆·吉斯 Sam Gittins', 'Grant Masters', 'Neerja Naik', 'Kris Saddler']",['ftp://ygdy8:ygdy8@yg45.dydytt.net:3143/阳光电影www.ygdy8.com.等待指示.BD.720p.中英双字幕.mkv'],2018,英国,https://extraimage.net/images/2018/10/10/43c0b065efd4fc3f7150b4860e752b73.jpg,Johnny Kevorkian
